value,timestamp,anomaly
0.0,2022-01-27 00:00:00,False
0.0,2022-01-27 00:10:00,False
0.0,2022-01-27 00:20:00,False
0.0,2022-01-27 00:30:00,False
0.0,2022-01-27 00:40:00,False
0.0,2022-01-27 00:50:00,False
0.0,2022-01-27 01:00:00,False
0.0,2022-01-27 01:10:00,False
0.0,2022-01-27 01:20:00,False
0.0,2022-01-27 01:30:00,False
0.0,2022-01-27 01:40:00,False
0.0,2022-01-27 01:50:00,False
0.0,2022-01-27 02:00:00,False
0.0,2022-01-27 02:10:00,False
0.0,2022-01-27 02:20:00,False
0.0,2022-01-27 02:30:00,False
0.0,2022-01-27 02:40:00,False
0.0,2022-01-27 02:50:00,False
0.0,2022-01-27 03:00:00,False
0.0,2022-01-27 03:10:00,False
0.0,2022-01-27 03:20:00,False
0.0,2022-01-27 03:30:00,False
0.0,2022-01-27 03:40:00,False
0.0,2022-01-27 03:50:00,False
0.0,2022-01-27 04:00:00,False
0.0,2022-01-27 04:10:00,False
0.0,2022-01-27 04:20:00,False
0.0,2022-01-27 04:30:00,False
,2022-01-27 04:40:00,False
0.0,2022-01-27 04:50:00,False
0.0,2022-01-27 05:00:00,False
0.0,2022-01-27 05:10:00,False
0.0,2022-01-27 05:20:00,False
0.0,2022-01-27 05:30:00,False
0.0,2022-01-27 05:40:00,False
0.0,2022-01-27 05:50:00,False
-0.9382410425380576,2022-01-27 06:00:00,True
0.0,2022-01-27 06:10:00,False
0.0,2022-01-27 06:20:00,False
0.0,2022-01-27 06:30:00,False
,2022-01-27 06:40:00,False
0.0,2022-01-27 06:50:00,False
0.0,2022-01-27 07:00:00,False
0.0,2022-01-27 07:10:00,False
0.0,2022-01-27 07:20:00,False
0.0,2022-01-27 07:30:00,False
0.0,2022-01-27 07:40:00,False
0.0,2022-01-27 07:50:00,False
0.0,2022-01-27 08:00:00,False
0.0,2022-01-27 08:10:00,False
0.0,2022-01-27 08:20:00,False
0.0,2022-01-27 08:30:00,False
,2022-01-27 08:40:00,False
0.0,2022-01-27 08:50:00,False
0.0,2022-01-27 09:00:00,False
0.0,2022-01-27 09:10:00,False
0.0,2022-01-27 09:20:00,False
,2022-01-27 09:30:00,False
0.0,2022-01-27 09:40:00,False
0.0,2022-01-27 09:50:00,False
0.0,2022-01-27 10:00:00,False
0.0,2022-01-27 10:10:00,False
0.0,2022-01-27 10:20:00,False
0.0,2022-01-27 10:30:00,False
0.0,2022-01-27 10:40:00,False
0.0,2022-01-27 10:50:00,False
0.0,2022-01-27 11:00:00,False
0.0,2022-01-27 11:10:00,False
0.0,2022-01-27 11:20:00,False
0.0,2022-01-27 11:30:00,False
0.0,2022-01-27 11:40:00,False
0.0,2022-01-27 11:50:00,False
0.0,2022-01-27 12:00:00,False
0.0,2022-01-27 12:10:00,False
0.0,2022-01-27 12:20:00,False
0.0,2022-01-27 12:30:00,False
0.0,2022-01-27 12:40:00,False
0.0,2022-01-27 12:50:00,False
0.0,2022-01-27 13:00:00,False
0.0,2022-01-27 13:10:00,False
0.0,2022-01-27 13:20:00,False
0.0,2022-01-27 13:30:00,False
,2022-01-27 13:40:00,False
0.0,2022-01-27 13:50:00,False
0.0,2022-01-27 14:00:00,False
0.0,2022-01-27 14:10:00,False
0.0,2022-01-27 14:20:00,False
0.0,2022-01-27 14:30:00,False
0.0,2022-01-27 14:40:00,False
0.0,2022-01-27 14:50:00,False
0.0,2022-01-27 15:00:00,False
0.6196687479329288,2022-01-27 15:10:00,True
0.0,2022-01-27 15:20:00,False
0.0,2022-01-27 15:30:00,False
0.0,2022-01-27 15:40:00,False
0.0,2022-01-27 15:50:00,False
0.0,2022-01-27 16:00:00,False
0.0,2022-01-27 16:10:00,False
0.0,2022-01-27 16:20:00,False
0.0,2022-01-27 16:30:00,False
0.0,2022-01-27 16:40:00,False
0.0,2022-01-27 16:50:00,False
0.0,2022-01-27 17:00:00,False
0.0,2022-01-27 17:10:00,False
0.0,2022-01-27 17:20:00,False
0.0,2022-01-27 17:30:00,False
0.0,2022-01-27 17:40:00,False
0.0,2022-01-27 17:50:00,False
0.0,2022-01-27 18:00:00,False
0.0,2022-01-27 18:10:00,False
0.0,2022-01-27 18:20:00,False
0.0,2022-01-27 18:30:00,False
0.0,2022-01-27 18:40:00,False
0.0,2022-01-27 18:50:00,False
0.0,2022-01-27 19:00:00,False
0.0,2022-01-27 19:10:00,False
0.0,2022-01-27 19:20:00,False
0.0,2022-01-27 19:30:00,False
0.0,2022-01-27 19:40:00,False
0.0,2022-01-27 19:50:00,False
0.0,2022-01-27 20:00:00,False
0.0,2022-01-27 20:10:00,False
0.0,2022-01-27 20:20:00,False
0.0,2022-01-27 20:30:00,False
0.0,2022-01-27 20:40:00,False
0.0,2022-01-27 20:50:00,False
0.0,2022-01-27 21:00:00,False
0.0,2022-01-27 21:10:00,False
0.0,2022-01-27 21:20:00,False
0.0,2022-01-27 21:30:00,False
0.0,2022-01-27 21:40:00,False
0.0,2022-01-27 21:50:00,False
0.0,2022-01-27 22:00:00,False
0.0,2022-01-27 22:10:00,False
0.0,2022-01-27 22:20:00,False
0.0,2022-01-27 22:30:00,False
0.0,2022-01-27 22:40:00,False
0.0,2022-01-27 22:50:00,False
0.0,2022-01-27 23:00:00,False
0.0,2022-01-27 23:10:00,False
0.0,2022-01-27 23:20:00,False
0.0,2022-01-27 23:30:00,False
0.0,2022-01-27 23:40:00,False
-0.7877529018581899,2022-01-27 23:50:00,True
0.0,2022-01-28 00:00:00,False
0.0,2022-01-28 00:10:00,False
0.0,2022-01-28 00:20:00,False
0.0,2022-01-28 00:30:00,False
0.0,2022-01-28 00:40:00,False
0.0,2022-01-28 00:50:00,False
0.0,2022-01-28 01:00:00,False
0.0,2022-01-28 01:10:00,False
0.0,2022-01-28 01:20:00,False
0.0,2022-01-28 01:30:00,False
0.0,2022-01-28 01:40:00,False
0.0,2022-01-28 01:50:00,False
0.0,2022-01-28 02:00:00,False
0.0,2022-01-28 02:10:00,False
0.0,2022-01-28 02:20:00,False
0.0,2022-01-28 02:30:00,False
0.0,2022-01-28 02:40:00,False
0.0,2022-01-28 02:50:00,False
0.0,2022-01-28 03:00:00,False
